PATCH,CATEGORY,ORDINAL RANK,PERCENT VALUE,HERO NAME
6.79,Most banned in first ban phase,19,6,Enchantress
6.79,Most banned in first ban phase,20,5,Invoker
6.79,Most banned in first ban phase,21,5,Chen
6.79,Most banned in first ban phase,22,4,Mirana
6.79,Most banned in first ban phase,23,4,Doom
6.79,Most banned in first ban phase,24,4,Abaddon
6.79,Most banned in first ban phase,25,3,Bane
6.79,Most banned in first ban phase,26,3,Weaver
6.79,Most banned in first ban phase,27,3,Viper
6.79,Most banned in first ban phase,28,3,Nyx Assassin
6.79,Most banned in first ban phase,29,2,Night Stalker
6.79,Most banned in first ban phase,30,2,Dark Seer
6.79,Most banned in first ban phase,31,1,Omniknight
6.79,Most banned in first ban phase,32,1,Troll Warlord
6.79,Most banned in first ban phase,33,1,Lone Druid
6.79,Most banned in first ban phase,34,1,Earthshaker
6.79,Most banned in first ban phase,35,1,Rubick
6.79,Most banned in first ban phase,36,1,Dragon Knight
6.79,Most banned in first ban phase,37,1,Luna
6.79,Most banned in first ban phase,38,1,Dazzle
6.79,Most banned in first ban phase,39,1,Storm Spirit
6.79,Most banned in first ban phase,40,0,Anti-Mage
6.79,Most banned in first ban phase,41,0,Chaos Knight
6.79,Most banned in first ban phase,42,0,Earth Spirit
6.79,Most banned in first ban phase,43,0,Spirit Breaker
6.79,Most banned in first ban phase,44,0,Magnus
6.79,Most banned in first ban phase,45,0,Meepo
6.79,Most banned in first ban phase,46,0,Gyrocopter
6.79,Most banned in first ban phase,47,0,Skywrath Mage
6.79,Most banned in first ban phase,48,0,Undying
6.79,Most banned in first ban phase,49,0,Templar Assassin
6.79,Most banned in first ban phase,50,0,Shadow Fiend
6.79,Most banned in first ban phase,51,0,Puck
6.79,Most banned in first ban phase,52,0,Morphling
6.79,Most banned in first ban phase,53,0,Enigma
6.79,Most banned in first ban phase,54,0,Leshrac
6.79,Most banned in first ban phase,55,0,Ursa Warrior
6.79,Most banned in first ban phase,56,0,Shadow Shaman
6.79,Most banned in first ban phase,57,0,Vengeful Spirit
6.79,Most banned in first ban phase,58,0,Juggernaut
6.79,Most banned in first ban phase,59,0,Tinker
6.79,Most banned in first ban phase,60,0,Wraith King
6.79,Most banned in first ban phase,61,0,Slardar
6.79,Most banned in first ban phase,62,0,Windranger
6.79,Most banned in first ban phase,63,0,Brewmaster
6.79,Most banned in first ban phase,64,0,Clinkz
6.79,Most banned in first ban phase,65,0,Razor
6.79,Most banned in first ban phase,66,0,Shadow Demon
6.79,Most banned in first ban phase,67,0,Death Prophet
6.79,Most banned in first ban phase,68,0,Lycan
6.79,Most banned in first ban phase,69,0,Huskar
6.78,Highest winrate,1,71,Sniper
6.78,Highest winrate,2,67,Riki
6.78,Highest winrate,3,65,Slardar
6.78,Highest winrate,4,65,Night Stalker
6.78,Highest winrate,5,64,Pudge
6.78,Highest winrate,6,62,Bounty Hunter
6.78,Highest winrate,7,62,Pugna
6.78,Highest winrate,8,61,Treant Protector
6.78,Highest winrate,9,60,Medusa
6.78,Highest winrate,10,58,Chen
6.78,Highest winrate,11,58,Witch Doctor
6.78,Highest winrate,12,57,Lion
6.78,Highest winrate,13,56,Ursa Warrior
6.78,Highest winrate,14,56,Shadow Shaman
6.78,Highest winrate,15,56,Lifestealer
6.78,Highest winrate,16,56,Disruptor
6.78,Highest winrate,17,55,Enigma
6.78,Highest winrate,18,55,Mirana
6.78,Highest winrate,19,55,Puck
6.78,Highest winrate,20,55,Razor
6.78,Highest winrate,21,55,Io
6.78,Highest winrate,22,55,Dazzle
6.78,Highest winrate,23,54,Drow Ranger
6.78,Highest winrate,24,54,Elder Titan
6.78,Highest winrate,25,53,Storm Spirit
6.78,Highest winrate,26,53,Gyrocopter
6.78,Highest winrate,27,53,Visage
6.78,Highest winrate,28,53,Abaddon
6.78,Highest winrate,29,53,Batrider
6.78,Highest winrate,30,53,Nyx Assassin
6.78,Highest winrate,31,52,Silencer
6.78,Highest winrate,32,52,Shadow Fiend
6.78,Highest winrate,33,52,Earthshaker
6.78,Highest winrate,34,51,Lone Druid
6.78,Highest winrate,35,51,Juggernaut
6.78,Highest winrate,36,51,Chaos Knight
6.78,Highest winrate,37,51,Crystal Maiden
6.78,Highest winrate,38,51,Naga Siren
6.78,Highest winrate,39,51,Anti-Mage
6.78,Highest winrate,40,51,Phantom Assassin
6.78,Highest winrate,41,51,Morphling
6.78,Highest winrate,42,51,Dragon Knight
6.78,Highest winrate,43,51,Bane
6.78,Highest winrate,44,50,Sand King
6.78,Highest winrate,45,50,Bristleback
6.78,Highest winrate,46,50,Rubick
6.78,Highest winrate,47,50,Weaver
6.78,Highest winrate,48,49,Queen of Pain
6.78,Highest winrate,49,49,Nature's Prophet
6.78,Highest winrate,50,48,Enchantress
6.78,Highest winrate,51,48,Undying
6.78,Highest winrate,52,48,Phantom Lancer
6.78,Highest winrate,53,48,Troll Warlord
6.78,Highest winrate,54,47,Luna
6.78,Highest winrate,55,47,Outworld Devourer
6.78,Highest winrate,56,47,Timbersaw
6.78,Highest winrate,57,47,Alchemist
6.78,Highest winrate,58,47,Beastmaster
6.78,Highest winrate,59,46,Templar Assassin
6.78,Highest winrate,60,46,Windranger
6.78,Highest winrate,61,46,Lich
6.78,Highest winrate,62,46,Doom
6.78,Highest winrate,63,46,Vengeful Spirit
6.78,Highest winrate,64,46,Invoker
6.78,Highest winrate,65,46,Clockwerk
6.78,Highest winrate,66,46,Keeper of the Light
6.78,Highest winrate,67,45,Dark Seer
6.78,Highest winrate,68,45,Kunkka
6.78,Highest winrate,69,45,Faceless Void
6.78,Highest winrate,70,44,Lycan
6.78,Highest winrate,71,44,Jakiro
6.78,Highest winrate,72,43,Slark
6.78,Highest winrate,73,43,Sven
6.78,Highest winrate,74,43,Magnus
6.78,Highest winrate,75,43,Leshrac
6.78,Highest winrate,76,43,Tiny
6.78,Highest winrate,77,43,Shadow Demon
6.78,Highest winrate,78,43,Spectre
6.78,Highest winrate,79,42,Broodmother
6.78,Highest winrate,80,41,Tidehunter
6.78,Highest winrate,81,41,Lina
6.78,Highest winrate,82,40,Tinker
6.78,Highest winrate,83,40,Venomancer
6.78,Highest winrate,84,40,Skywrath Mage
6.78,Highest winrate,85,38,Clinkz
6.78,Highest winrate,86,38,Meepo
6.78,Highest winrate,87,38,Viper
6.78,Highest winrate,88,38,Ancient Apparition
6.78,Highest winrate,89,36,Omniknight
6.78,Highest winrate,90,36,Centaur Warrunner
6.78,Highest winrate,91,35,Spirit Breaker
6.78,Highest winrate,92,30,Necrophos
6.78,Highest winrate,93,29,Wraith King
6.78,Highest winrate,94,29,Zeus
6.78,Highest winrate,95,25,Axe
6.78,Highest winrate,96,25,Bloodseeker
6.78,Highest winrate,97,25,Ogre Magi
6.78,Highest winrate,98,25,Tusk
6.78,Highest winrate,99,23,Brewmaster
6.78,Most picked,1,44,Visage
6.78,Most picked,2,42,Rubick
6.78,Most picked,3,39,Lifestealer
6.78,Most picked,4,38,Nature's Prophet
6.78,Most picked,5,38,Dark Seer
6.78,Most picked,6,36,Weaver
6.78,Most picked,7,32,Gyrocopter
6.78,Most picked,8,32,Naga Siren
6.78,Most picked,9,31,Chen
6.78,Most picked,10,31,Nyx Assassin
6.78,Most picked,11,26,Alchemist
6.78,Most picked,12,26,Dragon Knight
6.78,Most picked,13,25,Clockwerk
6.78,Most picked,14,25,Puck
6.78,Most picked,15,24,Batrider
6.78,Most picked,16,23,Shadow Demon
6.78,Most picked,17,20,Bane
6.78,Most picked,18,19,Outworld Devourer
6.78,Most picked,19,18,Queen of Pain
6.78,Most picked,20,17,Io
6.78,Most picked,21,17,Keeper of the Light
6.78,Most picked,22,17,Lone Druid
6.78,Most picked,23,16,Jakiro
6.78,Most picked,24,16,Crystal Maiden
6.78,Most picked,25,14,Windranger
6.78,Most picked,26,14,Anti-Mage
6.78,Most picked,27,14,Treant Protector
6.78,Most picked,28,14,Bounty Hunter
6.78,Most picked,29,13,Timbersaw
6.78,Most picked,30,12,Enchantress
6.78,Most picked,31,11,Razor
6.78,Most picked,32,11,Storm Spirit
6.78,Most picked,33,11,Sand King
6.78,Most picked,34,10,Leshrac
6.78,Most picked,35,10,Enigma
6.78,Most picked,36,10,Shadow Fiend
6.78,Most picked,37,10,Vengeful Spirit
6.78,Most picked,38,9,Troll Warlord
6.78,Most picked,39,9,Mirana
6.78,Most picked,40,9,Lina
6.78,Most picked,41,9,Beastmaster
6.78,Most picked,42,8,Magnus
6.78,Most picked,43,8,Kunkka
6.78,Most picked,44,8,Elder Titan
6.78,Most picked,45,7,Doom
6.78,Most picked,46,7,Earthshaker
6.78,Most picked,47,7,Abaddon
6.78,Most picked,48,7,Spectre
6.78,Most picked,49,6,Luna
6.78,Most picked,50,6,Templar Assassin
6.78,Most picked,51,6,Juggernaut
6.78,Most picked,52,5,Phantom Lancer
6.78,Most picked,53,5,Spirit Breaker
6.78,Most picked,54,5,Chaos Knight
6.78,Most picked,55,5,Tinker
6.78,Most picked,56,5,Morphling
6.78,Most picked,57,4,Slark
6.78,Most picked,58,4,Disruptor
6.78,Most picked,59,4,Venomancer
6.78,Most picked,60,4,Lich
6.78,Most picked,61,3,Ursa Warrior
6.78,Most picked,62,3,Lion
6.78,Most picked,63,3,Viper
6.78,Most picked,64,3,Silencer
6.78,Most picked,65,2,Sven
6.78,Most picked,66,2,Ancient Apparition
6.78,Most picked,67,2,Skywrath Mage
6.78,Most picked,68,2,Invoker
6.78,Most picked,69,2,Tidehunter
6.78,Most picked,70,2,Night Stalker
6.78,Most picked,71,2,Undying
6.78,Most picked,72,2,Phantom Assassin
6.78,Most picked,73,1,Medusa
6.78,Most picked,74,1,Centaur Warrunner
6.78,Most picked,75,1,Necrophos
6.78,Most picked,76,1,Lycan
6.78,Most picked,77,1,Drow Ranger
6.78,Most picked,78,1,Ogre Magi
6.78,Most picked,79,1,Slardar
6.78,Most picked,80,1,Omniknight
6.78,Most picked,81,1,Tiny
6.78,Most picked,82,1,Axe
6.78,Most picked,83,1,Pudge
6.78,Most picked,84,1,Shadow Shaman
6.78,Most picked,85,1,Zeus
6.78,Most picked,86,1,Broodmother
6.78,Most picked,87,1,Dazzle
6.78,Most picked,88,1,Brewmaster
6.78,Most picked,89,1,Clinkz
6.78,Most picked,90,1,Faceless Void
6.78,Most picked,91,1,Witch Doctor
6.78,Most picked,92,1,Warlock
6.78,Most picked,93,1,Pugna
6.78,Most picked,94,0,Sniper
6.78,Most picked,95,0,Riki
6.78,Most picked,96,0,Bloodseeker
6.78,Most picked,97,0,Bristleback
6.78,Most picked,98,0,Wraith King
6.78,Most picked,99,0,Death Prophet
6.78,Most picked,100,0,Tusk
6.78,Most contested,1,00,Batrider
6.78,Most contested,2,86,Dark Seer
6.78,Most contested,3,85,Io
6.78,Most contested,4,83,Lifestealer
6.78,Most contested,5,80,Visage
6.78,Most contested,6,72,Outworld Devourer
6.78,Most contested,7,68,Nature's Prophet
6.78,Most contested,8,66,Naga Siren
6.78,Most contested,9,65,Weaver
6.78,Most contested,10,64,Rubick
6.78,Most contested,11,63,Gyrocopter
6.78,Most contested,12,62,Chen
6.78,Most contested,13,60,Nyx Assassin
6.78,Most contested,14,54,Puck
6.78,Most contested,15,54,Alchemist
6.78,Most contested,16,44,Lone Druid
6.78,Most contested,17,44,Shadow Demon
6.78,Most contested,18,43,Clockwerk
6.78,Most contested,19,43,Dragon Knight
6.78,Most contested,20,38,Treant Protector
6.78,Most contested,21,36,Queen of Pain
6.78,Most contested,22,36,Bane
6.78,Most contested,23,36,Keeper of the Light
6.78,Most contested,24,30,Anti-Mage
6.78,Most contested,25,28,Enchantress
6.78,Most contested,26,26,Jakiro
6.78,Most contested,27,25,Storm Spirit
6.78,Most contested,28,25,Timbersaw
6.78,Most contested,29,25,Razor
6.78,Most contested,30,23,Bounty Hunter
6.78,Most contested,31,20,Crystal Maiden
6.78,Most contested,32,18,Windranger
6.78,Most contested,33,18,Elder Titan
6.78,Most contested,34,17,Troll Warlord
6.78,Most contested,35,16,Templar Assassin
6.78,Most contested,36,16,Enigma
6.78,Most contested,37,15,Abaddon
6.78,Most contested,38,15,Leshrac
6.78,Most contested,39,15,Kunkka
6.78,Most contested,40,15,Shadow Fiend
6.78,Most contested,41,14,Magnus
6.78,Most contested,42,14,Sand King
6.78,Most contested,43,13,Juggernaut
6.78,Most contested,44,13,Mirana
6.78,Most contested,45,12,Spectre
6.78,Most contested,46,12,Beastmaster
6.78,Most contested,47,12,Doom
6.78,Most contested,48,12,Lina
6.78,Most contested,49,12,Vengeful Spirit
6.78,Most contested,50,11,Phantom Lancer
6.78,Most contested,51,11,Chaos Knight
6.78,Most contested,52,9,Luna
6.78,Most contested,53,9,Earthshaker
6.78,Most contested,54,8,Tinker
6.78,Most contested,55,8,Morphling
6.78,Most contested,56,8,Slark
6.78,Most contested,57,7,Disruptor
6.78,Most contested,58,7,Spirit Breaker
6.78,Most contested,59,6,Lich
6.78,Most contested,60,5,Viper
6.78,Most contested,61,5,Ursa Warrior
6.78,Most contested,62,4,Silencer
6.78,Most contested,63,4,Phantom Assassin
6.78,Most contested,64,4,Venomancer
6.78,Most contested,65,3,Night Stalker
6.78,Most contested,66,3,Ancient Apparition
6.78,Most contested,67,3,Undying
6.78,Most contested,68,3,Lion
6.78,Most contested,69,2,Warlock
6.78,Most contested,70,2,Pugna
6.78,Most contested,71,2,Sven
6.78,Most contested,72,2,Tiny
6.78,Most contested,73,2,Pudge
6.78,Most contested,74,2,Skywrath Mage
6.78,Most contested,75,2,Broodmother
6.78,Most contested,76,2,Tidehunter
6.78,Most contested,77,2,Clinkz
6.78,Most contested,78,2,Invoker
6.78,Most contested,79,2,Faceless Void
6.78,Most contested,80,2,Dazzle
6.78,Most contested,81,1,Centaur Warrunner
6.78,Most contested,82,1,Meepo
6.78,Most contested,83,1,Tusk
6.78,Most contested,84,1,Medusa
6.78,Most contested,85,1,Bloodseeker
6.78,Most contested,86,1,Necrophos
6.78,Most contested,87,1,Drow Ranger
6.78,Most contested,88,1,Ogre Magi
6.78,Most contested,89,1,Lycan
6.78,Most contested,90,1,Omniknight
6.78,Most contested,91,1,Wraith King
6.78,Most contested,92,1,Zeus
6.78,Most contested,93,1,Riki
6.78,Most contested,94,1,Brewmaster
6.78,Most contested,95,1,Axe
6.78,Most contested,96,1,Witch Doctor
6.78,Most contested,97,1,Shadow Shaman
6.78,Most contested,98,1,Slardar
6.78,Most contested,99,0,Sniper
6.78,Most contested,100,0,Death Prophet
6.78,Most banned,1,76,Batrider
6.78,Most banned,2,68,Io
6.78,Most banned,3,53,Outworld Devourer
6.78,Most banned,4,49,Dark Seer
6.78,Most banned,5,44,Lifestealer
6.78,Most banned,6,36,Visage
6.78,Most banned,7,34,Naga Siren
6.78,Most banned,8,31,Gyrocopter
6.78,Most banned,9,31,Chen
6.78,Most banned,10,29,Nature's Prophet
6.78,Most banned,11,29,Weaver
6.78,Most banned,12,29,Nyx Assassin
6.78,Most banned,13,29,Puck
6.78,Most banned,14,28,Lone Druid
6.78,Most banned,15,27,Alchemist
6.78,Most banned,16,24,Treant Protector
6.78,Most banned,17,21,Rubick
6.78,Most banned,18,20,Shadow Demon
6.78,Most banned,19,19,Keeper of the Light
6.78,Most banned,20,18,Clockwerk
6.78,Most banned,21,18,Queen of Pain
6.78,Most banned,22,17,Dragon Knight
6.78,Most banned,23,16,Anti-Mage
6.78,Most banned,24,16,Bane
6.78,Most banned,25,16,Enchantress
6.78,Most banned,26,14,Storm Spirit
6.78,Most banned,27,14,Razor
6.78,Most banned,28,13,Timbersaw
6.78,Most banned,29,10,Jakiro
6.78,Most banned,30,10,Bounty Hunter
6.78,Most banned,31,10,Templar Assassin
6.78,Most banned,32,9,Elder Titan
6.78,Most banned,33,8,Abaddon
6.78,Most banned,34,8,Troll Warlord
6.78,Most banned,35,7,Kunkka
6.78,Most banned,36,6,Phantom Lancer
6.78,Most banned,37,6,Juggernaut
6.78,Most banned,38,6,Chaos Knight
6.78,Most banned,39,5,Shadow Fiend
6.78,Most banned,40,5,Spectre
6.78,Most banned,41,5,Magnus
6.78,Most banned,42,5,Enigma
6.78,Most banned,43,5,Leshrac
6.78,Most banned,44,5,Doom
6.78,Most banned,45,4,Tinker
6.78,Most banned,46,4,Windranger
6.78,Most banned,47,4,Crystal Maiden
6.78,Most banned,48,4,Beastmaster
6.78,Most banned,49,4,Luna
6.78,Most banned,50,3,Disruptor
6.78,Most banned,51,3,Morphling
6.78,Most banned,52,3,Sand King
6.78,Most banned,53,3,Mirana
6.78,Most banned,54,3,Slark
6.78,Most banned,55,3,Lina
6.78,Most banned,56,3,Ursa Warrior
6.78,Most banned,57,2,Silencer
6.78,Most banned,58,2,Spirit Breaker
6.78,Most banned,59,2,Lich
6.78,Most banned,60,2,Earthshaker
6.78,Most banned,61,2,Vengeful Spirit
6.78,Most banned,62,2,Viper
6.78,Most banned,63,1,Tiny
6.78,Most banned,64,1,Sven
6.78,Most banned,65,1,Phantom Assassin
6.78,Most banned,66,1,Night Stalker
6.78,Most banned,67,1,Ancient Apparition
6.78,Most banned,68,1,Clinkz
6.78,Most banned,69,1,Warlock
6.78,Most banned,70,1,Broodmother
6.78,Most banned,71,1,Faceless Void
6.78,Most banned,72,1,Pugna
6.78,Most banned,73,1,Undying
6.78,Most banned,74,1,Skywrath Mage
6.78,Most banned,75,1,No Ban
6.78,Most banned,76,0,Bloodseeker
6.78,Most banned,77,0,Tusk
6.78,Most banned,78,0,Centaur Warrunner
6.78,Most banned,79,0,Meepo
6.78,Most banned,80,0,Medusa
6.78,Most banned,81,0,Bristleback
6.78,Most banned,82,0,Lion
6.78,Most banned,83,0,Tidehunter
6.78,Most banned,84,0,Wraith King
6.78,Most banned,85,0,Lycan
6.78,Most banned,86,0,Slardar
6.78,Most banned,87,0,Omniknight
6.78,Most banned,88,0,Axe
6.78,Most banned,89,0,Pudge
6.78,Most banned,90,0,Drow Ranger
6.78,Most banned,91,0,Zeus
6.78,Most banned,92,0,Venomancer
6.78,Most banned,93,0,Brewmaster
6.78,Most banned,94,0,Invoker
6.78,Most banned,95,0,Dazzle
6.78,Most banned,96,0,Riki
6.78,Most banned,97,0,Shadow Shaman
6.78,Most first-picked,1,15,Batrider
6.78,Most first-picked,2,11,Visage
6.78,Most first-picked,3,10,Io
6.78,Most first-picked,4,10,Dark Seer
6.78,Most first-picked,5,9,Naga Siren
6.78,Most first-picked,6,6,Lifestealer
6.78,Most first-picked,7,5,Nature's Prophet
6.78,Most first-picked,8,5,Alchemist
6.78,Most first-picked,9,3,Treant Protector
6.78,Most first-picked,10,3,Elder Titan
6.78,Most first-picked,11,3,Outworld Devourer
6.78,Most first-picked,12,3,Gyrocopter
6.78,Most first-picked,13,3,Nyx Assassin
6.78,Most first-picked,14,2,Weaver
6.78,Most first-picked,15,2,Shadow Demon
6.78,Most first-picked,16,2,Lone Druid
6.78,Most first-picked,17,1,Troll Warlord
6.78,Most first-picked,18,1,Keeper of the Light
6.78,Most first-picked,19,1,Chen
6.78,Most first-picked,20,0,Abaddon
6.78,Most first-picked,21,0,Timbersaw
6.78,Most first-picked,22,0,Shadow Fiend
6.78,Most first-picked,23,0,Magnus
6.78,Most first-picked,24,0,Rubick
6.78,Most first-picked,25,0,Razor
6.78,Most first-picked,26,0,Bane
6.78,Most first-picked,27,0,Tidehunter
6.78,Most first-picked,28,0,Night Stalker
6.78,Most first-picked,29,0,Anti-Mage
6.78,Most first-picked,30,0,Dragon Knight
6.78,Most first-picked,31,0,Pudge
6.78,Most first-picked,32,0,Clockwerk
6.78,Most first-picked,33,0,Earthshaker
6.78,Most first-picked,34,0,Crystal Maiden
6.78,Most first-picked,35,0,Enchantress
6.78,Most first-picked,36,0,Puck
6.78,Most first-picked,37,0,Lich
6.78,Most first-picked,38,0,Beastmaster
6.78,Most first-picked,39,0,Juggernaut
6.78,Most first-picked,40,0,Storm Spirit
6.78,Most first-picked,41,0,Morphling
6.78,Most first-picked,42,0,Windranger
6.78,Most banned in first ban phase,1,75,Batrider
6.78,Most banned in first ban phase,2,66,Io
6.78,Most banned in first ban phase,3,34,Outworld Devourer
6.78,Most banned in first ban phase,4,29,Dark Seer
6.78,Most banned in first ban phase,5,25,Lifestealer
6.78,Most banned in first ban phase,6,23,Visage
6.78,Most banned in first ban phase,7,21,Naga Siren
6.78,Most banned in first ban phase,8,15,Treant Protector
6.78,Most banned in first ban phase,9,14,Lone Druid
6.78,Most banned in first ban phase,10,12,Alchemist
6.78,Most banned in first ban phase,11,11,Nyx Assassin
6.78,Most banned in first ban phase,12,9,Gyrocopter
6.78,Most banned in first ban phase,13,9,Nature's Prophet
6.78,Most banned in first ban phase,14,8,Elder Titan
6.78,Most banned in first ban phase,15,7,Chen
6.78,Most banned in first ban phase,16,6,Weaver
6.78,Most banned in first ban phase,17,5,Shadow Demon
6.78,Most banned in first ban phase,18,4,Abaddon
6.78,Most banned in first ban phase,19,4,Keeper of the Light
6.78,Most banned in first ban phase,20,3,Troll Warlord
6.78,Most banned in first ban phase,21,2,Bane
6.78,Most banned in first ban phase,22,2,Razor
6.78,Most banned in first ban phase,23,1,Timbersaw
6.78,Most banned in first ban phase,24,1,Puck
6.78,Most banned in first ban phase,25,1,Rubick
6.78,Most banned in first ban phase,26,1,Queen of Pain
6.78,Most banned in first ban phase,27,1,Doom
6.78,Most banned in first ban phase,28,1,Dragon Knight
6.78,Most banned in first ban phase,29,1,Anti-Mage
6.78,Most banned in first ban phase,30,1,Clockwerk
6.78,Most banned in first ban phase,31,1,Tinker
6.78,Most banned in first ban phase,32,0,No Ban
6.78,Most banned in first ban phase,33,0,Spirit Breaker
6.78,Most banned in first ban phase,34,0,Chaos Knight
6.78,Most banned in first ban phase,35,0,Disruptor
6.78,Most banned in first ban phase,36,0,Templar Assassin
6.78,Most banned in first ban phase,37,0,Night Stalker
6.78,Most banned in first ban phase,38,0,Enchantress
6.78,Most banned in first ban phase,39,0,Crystal Maiden
6.78,Most banned in first ban phase,40,0,Phantom Lancer
6.78,Most banned in first ban phase,41,0,Pudge
6.78,Most banned in first ban phase,42,0,Centaur Warrunner
6.78,Most banned in first ban phase,43,0,Kunkka
6.78,Most banned in first ban phase,44,0,Slark
6.78,Most banned in first ban phase,45,0,Meepo
6.78,Most banned in first ban phase,46,0,Spectre
6.78,Most banned in first ban phase,47,0,Magnus
6.78,Most banned in first ban phase,48,0,Bloodseeker
6.78,Most banned in first ban phase,49,0,Sand King
6.78,Most banned in first ban phase,50,0,Lina
6.78,Most banned in first ban phase,51,0,Juggernaut
6.78,Most banned in first ban phase,52,0,Warlock
6.78,Most banned in first ban phase,53,0,Beastmaster
6.78,Most banned in first ban phase,54,0,Silencer
6.78,Most banned in first ban phase,55,0,Lion
6.78,Most banned in first ban phase,56,0,Lich
6.78,Most banned in first ban phase,57,0,Bounty Hunter
6.78,Most banned in first ban phase,58,0,Enigma
6.78,Most banned in first ban phase,59,0,Leshrac
6.78,Most banned in first ban phase,60,0,Invoker
6.78,Most banned in first ban phase,61,0,Jakiro
6.78,Most banned in first ban phase,62,0,Viper
6.78,Most banned in first ban phase,63,0,Brewmaster
6.78,Most banned in first ban phase,64,0,Mirana
6.78,Most banned in first ban phase,65,0,Clinkz
6.78,Most banned in first ban phase,66,0,Shadow Fiend
6.78,Most banned in first ban phase,67,0,Morphling
6.78,Most banned in first ban phase,68,0,Broodmother
6.78,Most banned in first ban phase,69,0,Storm Spirit
6.78,Most banned in first ban phase,70,0,Windranger
6.77,Highest winrate,1,00,Tusk
6.77,Highest winrate,2,63,Doom
6.77,Highest winrate,3,62,Chen
6.77,Highest winrate,4,60,Io
6.77,Highest winrate,5,58,Skywrath Mage
6.77,Highest winrate,6,58,Tidehunter
6.77,Highest winrate,7,58,Ogre Magi
6.77,Highest winrate,8,57,Dragon Knight
6.77,Highest winrate,9,56,Chaos Knight
6.77,Highest winrate,10,56,Necrophos
6.77,Highest winrate,11,56,Nature's Prophet
6.77,Highest winrate,12,54,Keeper of the Light
6.77,Highest winrate,13,54,Lifestealer
6.77,Highest winrate,14,54,Nyx Assassin
6.77,Highest winrate,15,54,Alchemist
6.77,Highest winrate,16,54,Venomancer
6.77,Highest winrate,17,53,Templar Assassin
6.77,Highest winrate,18,53,Gyrocopter
6.77,Highest winrate,19,53,Bounty Hunter
6.77,Highest winrate,20,53,Silencer
6.77,Highest winrate,21,53,Enchantress
6.77,Highest winrate,22,53,Visage
6.77,Highest winrate,23,52,Clockwerk
6.77,Highest winrate,24,51,Storm Spirit
6.77,Highest winrate,25,51,Batrider
6.77,Highest winrate,26,51,Kunkka
6.77,Highest winrate,27,51,Sven
6.77,Highest winrate,28,51,Puck
6.77,Highest winrate,29,50,Viper
6.77,Highest winrate,30,50,Riki
6.77,Highest winrate,31,50,Meepo
6.77,Highest winrate,32,50,Shadow Shaman
6.77,Highest winrate,33,50,Pudge
6.77,Highest winrate,34,50,Witch Doctor
6.77,Highest winrate,35,50,Luna
6.77,Highest winrate,36,50,Lion
6.77,Highest winrate,37,50,Omniknight
6.77,Highest winrate,38,50,Clinkz
6.77,Highest winrate,39,50,Beastmaster
6.77,Highest winrate,40,49,Invoker
6.77,Highest winrate,41,49,Rubick
6.77,Highest winrate,42,49,Night Stalker
6.77,Highest winrate,43,49,Phantom Lancer
6.77,Highest winrate,44,49,Lone Druid
6.77,Highest winrate,45,49,Undying
6.77,Highest winrate,46,49,Tinker
6.77,Highest winrate,47,49,Weaver
6.77,Highest winrate,48,48,Bane
6.77,Highest winrate,49,48,Queen of Pain
6.77,Highest winrate,50,48,Enigma
6.77,Highest winrate,51,48,Windranger
6.77,Highest winrate,52,48,Anti-Mage
6.77,Highest winrate,53,48,Sand King
6.77,Highest winrate,54,47,Drow Ranger
6.77,Highest winrate,55,47,Lina
6.77,Highest winrate,56,47,Earthshaker
6.77,Highest winrate,57,47,Phantom Assassin
6.77,Highest winrate,58,47,Naga Siren
6.77,Highest winrate,59,47,Slark
6.77,Highest winrate,60,47,Dark Seer
6.77,Highest winrate,61,47,Leshrac
6.77,Highest winrate,62,47,Broodmother
6.77,Highest winrate,63,46,Magnus
6.77,Highest winrate,64,46,Jakiro
6.77,Highest winrate,65,46,Zeus
6.77,Highest winrate,66,46,Ursa Warrior
6.77,Highest winrate,67,46,Shadow Fiend
6.77,Highest winrate,68,45,Shadow Demon
6.77,Highest winrate,69,45,Brewmaster
6.77,Highest winrate,70,44,Morphling
6.77,Highest winrate,71,44,Axe
6.77,Highest winrate,72,43,Treant Protector
6.77,Highest winrate,73,43,Tiny
6.77,Highest winrate,74,43,Disruptor
6.77,Highest winrate,75,43,Juggernaut
6.77,Highest winrate,76,43,Lycan
6.77,Highest winrate,77,42,Faceless Void
6.77,Highest winrate,78,42,Ancient Apparition
6.77,Highest winrate,79,42,Spectre
6.77,Highest winrate,80,41,Dazzle
6.77,Highest winrate,81,41,Crystal Maiden
6.77,Highest winrate,82,40,Vengeful Spirit
6.77,Highest winrate,83,39,Outworld Devourer
6.77,Highest winrate,84,38,Slardar
6.77,Highest winrate,85,37,Warlock
6.77,Highest winrate,86,33,Mirana
6.77,Highest winrate,87,25,Sniper
6.77,Highest winrate,88,22,Lich
6.77,Highest winrate,89,22,Razor
6.77,Most picked,1,51,Rubick
6.77,Most picked,2,51,Shadow Demon
6.77,Most picked,3,47,Magnus
6.77,Most picked,4,46,Dark Seer
6.77,Most picked,5,44,Gyrocopter
6.77,Most picked,6,43,Lifestealer
6.77,Most picked,7,40,Keeper of the Light
6.77,Most picked,8,39,Lone Druid
6.77,Most picked,9,34,Nyx Assassin
6.77,Most picked,10,31,Nature's Prophet
6.77,Most picked,11,26,Queen of Pain
6.77,Most picked,12,26,Leshrac
